구역,병원명,분류,세부분류,전화번호,주소,위도,경도,지도URL
청계천,동서울정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-926-9171,서울 동대문구 왕산로 21,37.5768045381644,127.025797308861,http://place.map.kakao.com/1026518494
청계천,연세슬기병원,정형외과,"의료,건강 > 병원 > 정형외과",02-2281-0010,서울 성동구 무학로2길 8,37.5642470965633,127.030691696965,http://place.map.kakao.com/1414335938
청계천,중앙정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-953-2282,서울 동대문구 왕산로 42,37.5768112037468,127.02817010224,http://place.map.kakao.com/12149029
청계천,날개병원,정형외과,"의료,건강 > 병원 > 정형외과",02-959-9191,서울 동대문구 무학로 193-1,37.581614973442,127.029521410537,http://place.map.kakao.com/11748583
청계천,성모센트라스정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2291-1175,서울 성동구 왕십리로 410,37.56477541656621,127.02936988412144,http://place.map.kakao.com/477142321
청계천,왕십리본정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2299-8876,서울 성동구 왕십리로 320,37.56232695957249,127.03437390881034,http://place.map.kakao.com/1007150949
청계천,안암정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-926-5311,서울 동대문구 무학로 197,37.58191593127302,127.02941737303644,http://place.map.kakao.com/10587520
청계천,권강진정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-953-1010,서울 성북구 보문로 94,37.5837972841007,127.020528372613,http://place.map.kakao.com/8217139
청계천,새서울정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-925-0521,서울 성북구 보문로 123,37.5859851928625,127.018740104159,http://place.map.kakao.com/9079689
청계천,금호바른정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2135-7277,서울 성동구 금호산길 63,37.5539051568228,127.019325084439,http://place.map.kakao.com/1054771350
청계천,약수바른정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2236-1030,서울 중구 다산로 128-1,37.5551612976872,127.011192802398,http://place.map.kakao.com/2122339245
청계천,금호정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2291-7674,서울 성동구 금호로 147,37.5540860745738,127.020411575622,http://place.map.kakao.com/8212206
청계천,서울척편한통증의학과,정형외과,"의료,건강 > 병원 > 정형외과",02-2292-7939,서울 성동구 난계로 32,37.5551411553663,127.025029317449,http://place.map.kakao.com/2933516
청계천,아주정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-968-5544,서울 동대문구 고산자로 399,37.5752443863569,127.037800849434,http://place.map.kakao.com/9260300
청계천,선정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-964-5782,서울 동대문구 고산자로 410,37.576203730304314,127.03846697835544,http://place.map.kakao.com/7950441
청계천,여봉구정형외과,정형외과,"의료,건강 > 병원 > 정형외과",02-2281-3875,서울 성동구 행당로17길 1-3,37.55858092461382,127.03329246888137,http://place.map.kakao.com/9247238
청계천,제기동정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-965-2288,서울 동대문구 왕산로 123,37.5784269015951,127.037160568199,http://place.map.kakao.com/1548124255
청계천,최경진정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2253-4119,서울 중구 다산로 111,37.553986514319,127.009873051097,http://place.map.kakao.com/11970570
청계천,밝은햇살한의원,한의원,"의료,건강 > 병원 > 한의원",02-2243-6948,서울 성동구 용답25길 28,37.5628123736447,127.052187106959,http://place.map.kakao.com/7887885
청계천,금빛한의원,한의원,"의료,건강 > 병원 > 한의원",02-738-7522,서울 성동구 마장로 137,37.570526783869475,127.02400664398093,http://place.map.kakao.com/1864650865
청계천,경희베네치아한의원,한의원,"의료,건강 > 병원 > 한의원",02-2237-7077,서울 중구 청계천로 400,37.5708119883976,127.021462075925,http://place.map.kakao.com/775483693
청계천,충남한의원,한의원,"의료,건강 > 병원 > 한의원",02-2266-5513,서울 종로구 종로 256,37.570781346347964,127.00608997477914,http://place.map.kakao.com/9514744
청계천,만다라한의원,한의원,"의료,건강 > 병원 > 한의원",02-2266-6654,서울 종로구 종로 242,37.5707669978699,127.004600307204,http://place.map.kakao.com/839288218
청계천,동남한의원,한의원,"의료,건강 > 병원 > 한의원",02-2252-0634,서울 종로구 종로56길 44,37.5717354560262,127.016132979092,http://place.map.kakao.com/16036698
청계천,유명한의원,한의원,"의료,건강 > 병원 > 한의원",02-3676-1075,서울 종로구 지봉로5길 5,37.574189877725196,127.01529581586615,http://place.map.kakao.com/1885661065
청계천,종로으뜸한의원,한의원,"의료,건강 > 병원 > 한의원",02-765-7510,서울 종로구 종로 347,37.57367350993059,127.01603264833213,http://place.map.kakao.com/17068060
청계천,오거리한의원,한의원,"의료,건강 > 병원 > 한의원",02-763-3555,서울 종로구 지봉로 37-1,37.5733249174188,127.015336391105,http://place.map.kakao.com/8008573
청계천,소통한의원,한의원,"의료,건강 > 병원 > 한의원",02-3675-1075,서울 종로구 지봉로 50,37.574532168209124,127.01595698691887,http://place.map.kakao.com/18129087
청계천,도손한의원,한의원,"의료,건강 > 병원 > 한의원",02-6952-7975,서울 중구 퇴계로 432,37.56549283861597,127.01957030096939,http://place.map.kakao.com/659863602
청계천,도손한의원 입원실,한의원,"의료,건강 > 병원 > 한의원",,서울 중구 퇴계로 438-3,37.5654368232879,127.020475794059,http://place.map.kakao.com/57835129
청계천,예진한의원,한의원,"의료,건강 > 병원 > 한의원",02-2233-7510,서울 중구 퇴계로 422-2,37.5654605554631,127.018626300401,http://place.map.kakao.com/16531997
청계천,해울한의원,한의원,"의료,건강 > 병원 > 한의원",02-764-7728,서울 종로구 지봉로 51,37.5746655739746,127.015517789935,http://place.map.kakao.com/11404988
청계천,흥인경희한의원,한의원,"의료,건강 > 병원 > 한의원",02-743-7114,서울 종로구 종로 313,37.5723413689564,127.012465464867,http://place.map.kakao.com/2056169359
청계천,동대문한의원,한의원,"의료,건강 > 병원 > 한의원",02-438-6618,서울 종로구 종로 303,37.5720531572215,127.011410406983,http://place.map.kakao.com/27413519
청계천,우창 한의원,한의원,"의료,건강 > 병원 > 한의원",02-763-3413,서울 종로구 지봉로8길 3,37.5753142229623,127.016020547707,http://place.map.kakao.com/10075838
청계천,숙제한의원,한의원,"의료,건강 > 병원 > 한의원",02-2238-6275,서울 중구 다산로42길 7,37.5649418651097,127.016733672586,http://place.map.kakao.com/9212709
청계천,경희몸신한의원,한의원,"의료,건강 > 병원 > 한의원",02-2231-7574,서울 중구 퇴계로 443,37.5658187658117,127.020930918565,http://place.map.kakao.com/1820067140
청계천,신당한의원,한의원,"의료,건강 > 병원 > 한의원",02-2238-0067,서울 중구 퇴계로 435-1,37.56584233337818,127.02011596377304,http://place.map.kakao.com/9179347
청계천,중국한의원,한의원,"의료,건강 > 병원 > 한의원",02-2232-3900,서울 중구 퇴계로 436-3,37.5653269659575,127.020102242594,http://place.map.kakao.com/16500050
청계천,장수한의원,한의원,"의료,건강 > 병원 > 한의원",02-3675-7510,서울 종로구 지봉로 77-3,37.57691449281847,127.01523750613615,http://place.map.kakao.com/11411033
청계천,친한의원,한의원,"의료,건강 > 병원 > 한의원",02-352-5806,서울 성동구 마장로 137,37.570070012746044,127.02384123197578,http://place.map.kakao.com/13577354
청계천,아미한의원,한의원,"의료,건강 > 병원 > 한의원",02-2231-1075,서울 중구 난계로 159,37.5656795599345,127.023344065574,http://place.map.kakao.com/1845250093
청계천,천광한의원,한의원,"의료,건강 > 병원 > 한의원",02-2252-3704,서울 동대문구 천호대로2길 7,37.5745487855739,127.024202642923,http://place.map.kakao.com/8100288
청계천,창신경희한의원,한의원,"의료,건강 > 병원 > 한의원",02-762-1075,서울 종로구 창신길 1,37.5718514453691,127.010196891758,http://place.map.kakao.com/1245806928
청계천,홍익한의원,한의원,"의료,건강 > 병원 > 한의원",02-2232-1914,서울 중구 퇴계로 447,37.5659337888775,127.021620273096,http://place.map.kakao.com/1054522189
청계천,오름한의원 신당,한의원,"의료,건강 > 병원 > 한의원",02-2291-1075,서울 중구 퇴계로 438-1,37.5654422539127,127.020333178065,http://place.map.kakao.com/1928909089
청계천,김은의한의원,한의원,"의료,건강 > 병원 > 한의원",02-923-5165,서울 종로구 숭인동길 21,37.57555482537868,127.02146343703998,http://place.map.kakao.com/1191436908
청계천,유일한의원,한의원,"의료,건강 > 병원 > 한의원",02-742-5533,서울 종로구 율곡로30길 17-3,37.5721435855871,127.007249239558,http://place.map.kakao.com/10688000
청계천,김현수한의원,한의원,"의료,건강 > 병원 > 한의원",02-2232-2162,서울 중구 퇴계로86길 40,37.5638602481375,127.019481588747,http://place.map.kakao.com/8240843
청계천,녹양한의원,한의원,"의료,건강 > 병원 > 한의원",02-3446-1025,서울 중구 다산로42다길 22,37.5633270028143,127.01858502250279,http://place.map.kakao.com/20380716
청계천,대광한의원,한의원,"의료,건강 > 병원 > 한의원",02-3012-0551,서울 종로구 숭인동길 24,37.5759980323068,127.021911853877,http://place.map.kakao.com/9946979
청계천,태평한의원,한의원,"의료,건강 > 병원 > 한의원",02-2238-7939,서울 중구 다산로33다길 37,37.5644088903149,127.01349188017,http://place.map.kakao.com/9550071
청계천,한보한의원,한의원,"의료,건강 > 병원 > 한의원",02-741-1800,서울 종로구 율곡로 290,37.5716461581203,127.008426449149,http://place.map.kakao.com/10057526
청계천,들꽃한의원,한의원,"의료,건강 > 병원 > 한의원",02-742-1075,서울 종로구 창신4길 5,37.5736282035602,127.010242414356,http://place.map.kakao.com/12236155
